dunsNum,name,website,address,team,certifications,status,lastUpdated
964616002,Cummins Facility Services LLC,,5202 Marion Waldo Rd,['(none given)'],"['Other Minority Owned', 'Self-Certified Small Disadvantaged Business', 'Women-Owned Small Business', 'Woman Owned']",Expired,07/19/2018
837823079,"DANCOR, INC.",,2155 DUBLIN RD,['(none given)'],['Woman Owned'],Expired,07/08/2009
836193656,"UNIVERSAL PRODUCTS, INC.",,5599 AMY SCHOOL RD,['(none given)'],['Woman Owned'],Expired,11/08/2010
839147357,"QES Solutions, Inc.",,1547 Lyell Avenue,['(none given)'],"['Women-Owned Small Business', 'Woman Owned']",Active,02/23/2019
103283466,A B C HOSPITALITY LLC,,7670 NORTHWOODS BLVD,['(none given)'],"['Other Minority Owned', 'Subcontinent Asian American']",Active,07/18/2019
786941505,"Innovative Metal Industries, Inc.",,1330 Riverview Dr,['(none given)'],['Self-Certified Small Disadvantaged Business'],Expired,08/01/2014
116052150,"St. Charles Trading, Inc.",,1400 MADELINE LN,"['1. CAROLLYNN MCNALLY, CEO']",['Woman Owned'],Not Fully Registered in SAM,09/14/2020
132687323,"Rubicon Communications, LLC",http//www.netgate.com,4616 W Howard Ln #900,"['1. Jamie Thompson, Partner\n2. James Thompson, Partner']","['Women-Owned Small Business', 'Woman Owned']",Active,03/12/2019
80498868,"James Imaging Systems, Inc.",,3375 Intertech Dr,"['1. Lola A Tegeder, CEO\n2. Thomas J Tegeder, President']",['Woman Owned'],Expired,09/28/2017
883663585,"HARKINS CONCRETE CONSTRUCTION, INC.",,31400 WINTERPLACE PKWY STE 400,['(none given)'],[''],Active,07/28/2019
112557624,"D & D MACHINERY AND SALES, INC.",http//www.ddmach.com,2420 WR LARSON RD,"['1. David Martinez, Vice-President\n2. Dolores Martinez, President; Sec - Treas']","['Women-Owned Small Business', 'Woman Owned']",Active,11/13/2019
24869307,"Neuwirth Motors, Inc.",,219 S College Rd,['(none given)'],[''],Expired,11/01/2016
19066810,SCIENCE AND TECHNOLOGY CORPORATION,,"21 ENTERPRISE PARKWAY, SUITE 150","['1. 1 Adarsh Deepak, President & CEO\n2. 2 Chand Deepak, Executive VP & COO']","['Other Minority Owned', 'Subcontinent Asian American']",Active,07/26/2019
130655330,"CATAPHORA, INC.",,3425 EDISON WAY,"['1. Elizabeth Charnock, CEO']",[''],Expired,11/23/2013
24647976,SANDERS FORD INC,,1135 LEJEUNE BLVD,['(none given)'],[''],Active,04/01/2019
185251758,"TRENDSETTER CONSTRUCTION, INC.",http//WWW.TrendsetterConstruction.com,2173 TURKEY RD,"['1. Shirley Ann Campbell, President\n2. Joel Dural Campbell, Vice President']",['Woman Owned'],Expired,08/13/2009
147458921,"BEAR FOREST PRODUCTS, INC.",,4685 BROOKHOLLOW CIR,['(none given)'],['Veteran'],Expired,08/03/2010
50507144,"Brentwood Industries, Inc.",,500 Spring Ridge Dr,['(none given)'],[''],Active,02/23/2019
121522577,"SCION, INC.",,21555 MULLIN AVE,"['1. C E Hurches, President\n2. R C Costantini, Vice President\n3. M Tschirhart, Vice President']","['Hispanic American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Active,04/01/2019
806760328,"ALEGRE, INC.",,3101 W TECH RD,['(none given)'],"['Hispanic American', 'Other Minority Owned', 'Woman Owned']",Active,02/23/2019
838285914,"North Wind Portage, Inc.",http//www.northwindgrp.com,1425 Higham St,"['1. Cook Inlet Region, Inc., Owner']","['Alaskan Native Corporation Owned Firm', 'Native American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Active,08/15/2019
939001509,"Southern California Metals, Inc.",,9900 Bell Ranch Dr,['(none given)'],"['Economically Disadvantaged Women-Owned Small Business', 'Women-Owned Small Business', 'Woman Owned']",Expired,07/11/2016
805476137,"Trowbridge & Trowbridge, LLC",,1430 SPRING HILL RD STE 200,['(none given)'],[''],Active,07/13/2019
